region_id,vintage_year,growing_season_temp_c,gdd,days_above_30,days_above_35,spring_frost_days,rain_apr_sep_mm,rain_jul_aug_mm,rain_sep_mm,longest_dry_spell_days,water_stress_index,harvest_rain_risk_index,flags,summary,monthly,source_type,confidence
bourgogne,2000,1.63,0.0,0,0,2,50.1,20.9,7.4,43,54.0,12.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":true,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Bourgogne 2000 : pluvieux, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.3,""rainfallMm"":3.2},{""month"":2,""temperatureC"":0.6,""rainfallMm"":10.3},{""month"":3,""temperatureC"":0.7,""rainfallMm"":4.5},{""month"":4,""temperatureC"":1.0,""rainfallMm"":8.8},{""month"":5,""temperatureC"":1.6,""rainfallMm"":7.9},{""month"":6,""temperatureC"":1.8,""rainfallMm"":5.2},{""month"":7,""temperatureC"":1.7,""rainfallMm"":14.7},{""month"":8,""temperatureC"":2.0,""rainfallMm"":6.2},{""month"":9,""temperatureC"":1.7,""rainfallMm"":7.4},{""month"":10,""temperatureC"":1.2,""rainfallMm"":9.4},{""month"":11,""temperatureC"":0.8,""rainfallMm"":14.8},{""month"":12,""temperatureC"":0.7,""rainfallMm"":5.7}]",real,0.95
bourgogne,2001,1.56,0.0,0,0,3,54.3,19.1,8.0,34,54.0,7.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":true,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":true,""forteChaleur"":false}","Bourgogne 2001 : pluvieux, gel de printemps, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.5,""rainfallMm"":7.8},{""month"":2,""temperatureC"":0.5,""rainfallMm"":4.7},{""month"":3,""temperatureC"":0.9,""rainfallMm"":17.4},{""month"":4,""temperatureC"":0.8,""rainfallMm"":12.2},{""month"":5,""temperatureC"":1.6,""rainfallMm"":9.1},{""month"":6,""temperatureC"":1.6,""rainfallMm"":5.9},{""month"":7,""temperatureC"":2.0,""rainfallMm"":11.3},{""month"":8,""temperatureC"":2.0,""rainfallMm"":7.8},{""month"":9,""temperatureC"":1.3,""rainfallMm"":8.0},{""month"":10,""temperatureC"":1.4,""rainfallMm"":10.1},{""month"":11,""temperatureC"":0.4,""rainfallMm"":7.5},{""month"":12,""temperatureC"":0.1,""rainfallMm"":5.6}]",real,0.95
bourgogne,2002,1.58,0.0,0,0,1,34.7,14.8,4.3,47,56.0,4.0,"{""solaire"":false,""frais"":false,""sec"":true,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Bourgogne 2002 : sec, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.4,""rainfallMm"":4.2},{""month"":2,""temperatureC"":0.7,""rainfallMm"":9.5},{""month"":3,""temperatureC"":0.8,""rainfallMm"":3.7},{""month"":4,""temperatureC"":1.0,""rainfallMm"":1.9},{""month"":5,""temperatureC"":1.3,""rainfallMm"":7.6},{""month"":6,""temperatureC"":1.9,""rainfallMm"":6.1},{""month"":7,""temperatureC"":1.9,""rainfallMm"":6.5},{""month"":8,""temperatureC"":1.9,""rainfallMm"":8.3},{""month"":9,""temperatureC"":1.5,""rainfallMm"":4.3},{""month"":10,""temperatureC"":1.1,""rainfallMm"":9.2},{""month"":11,""temperatureC"":0.8,""rainfallMm"":16.7},{""month"":12,""temperatureC"":0.6,""rainfallMm"":9.8}]",real,0.95
bourgogne,2003,1.84,0.0,0,0,5,27.9,8.7,4.4,112,57.0,3.0,"{""solaire"":false,""frais"":false,""sec"":true,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":true,""forteChaleur"":false}","Bourgogne 2003 : sec, gel de printemps, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.1,""rainfallMm"":8.4},{""month"":2,""temperatureC"":0.2,""rainfallMm"":4.0},{""month"":3,""temperatureC"":0.9,""rainfallMm"":3.1},{""month"":4,""temperatureC"":1.1,""rainfallMm"":5.2},{""month"":5,""temperatureC"":1.5,""rainfallMm"":5.2},{""month"":6,""temperatureC"":2.3,""rainfallMm"":4.4},{""month"":7,""temperatureC"":2.1,""rainfallMm"":4.5},{""month"":8,""temperatureC"":2.4,""rainfallMm"":4.2},{""month"":9,""temperatureC"":1.6,""rainfallMm"":4.4},{""month"":10,""temperatureC"":0.9,""rainfallMm"":13.1},{""month"":11,""temperatureC"":0.8,""rainfallMm"":7.1},{""month"":12,""temperatureC"":0.4,""rainfallMm"":7.8}]",real,0.95
bourgogne,2004,1.59,0.0,0,0,0,42.3,22.2,2.3,38,54.0,1.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Bourgogne 2004 : profil proche de la normale regionale, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.3,""rainfallMm"":16.0},{""month"":2,""temperatureC"":0.4,""rainfallMm"":2.6},{""month"":3,""temperatureC"":0.6,""rainfallMm"":4.7},{""month"":4,""temperatureC"":1.0,""rainfallMm"":6.7},{""month"":5,""temperatureC"":1.3,""rainfallMm"":6.7},{""month"":6,""temperatureC"":1.8,""rainfallMm"":4.3},{""month"":7,""temperatureC"":1.9,""rainfallMm"":8.3},{""month"":8,""temperatureC"":1.9,""rainfallMm"":13.9},{""month"":9,""temperatureC"":1.6,""rainfallMm"":2.3},{""month"":10,""temperatureC"":1.3,""rainfallMm"":13.7},{""month"":11,""temperatureC"":0.6,""rainfallMm"":6.8},{""month"":12,""temperatureC"":0.2,""rainfallMm"":7.5}]",real,0.95
bourgogne,2005,1.66,0.0,0,0,0,35.9,8.9,5.0,67,57.0,3.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Bourgogne 2005 : profil proche de la normale regionale, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.3,""rainfallMm"":6.3},{""month"":2,""temperatureC"":0.1,""rainfallMm"":5.5},{""month"":3,""temperatureC"":0.7,""rainfallMm"":4.8},{""month"":4,""temperatureC"":1.1,""rainfallMm"":9.6},{""month"":5,""temperatureC"":1.4,""rainfallMm"":6.6},{""month"":6,""temperatureC"":1.9,""rainfallMm"":5.8},{""month"":7,""temperatureC"":2.0,""rainfallMm"":6.5},{""month"":8,""temperatureC"":1.8,""rainfallMm"":2.5},{""month"":9,""temperatureC"":1.7,""rainfallMm"":5.0},{""month"":10,""temperatureC"":1.4,""rainfallMm"":5.1},{""month"":11,""temperatureC"":0.5,""rainfallMm"":7.1},{""month"":12,""temperatureC"":0.2,""rainfallMm"":7.0}]",real,0.95
bourgogne,2006,1.7,0.0,0,0,5,42.5,16.8,6.0,79,55.0,8.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":true,""forteChaleur"":false}","Bourgogne 2006 : gel de printemps, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.1,""rainfallMm"":4.6},{""month"":2,""temperatureC"":0.2,""rainfallMm"":7.6},{""month"":3,""temperatureC"":0.6,""rainfallMm"":14.3},{""month"":4,""temperatureC"":1.0,""rainfallMm"":6.0},{""month"":5,""temperatureC"":1.4,""rainfallMm"":10.0},{""month"":6,""temperatureC"":1.9,""rainfallMm"":3.7},{""month"":7,""temperatureC"":2.4,""rainfallMm"":4.5},{""month"":8,""temperatureC"":1.7,""rainfallMm"":12.3},{""month"":9,""temperatureC"":1.8,""rainfallMm"":6.0},{""month"":10,""temperatureC"":1.4,""rainfallMm"":10.4},{""month"":11,""temperatureC"":0.8,""rainfallMm"":7.8},{""month"":12,""temperatureC"":0.4,""rainfallMm"":4.7}]",real,0.95
bourgogne,2007,1.62,0.0,0,0,0,52.5,23.1,6.7,43,53.0,8.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":true,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Bourgogne 2007 : pluvieux, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.5,""rainfallMm"":7.8},{""month"":2,""temperatureC"":0.7,""rainfallMm"":9.2},{""month"":3,""temperatureC"":0.7,""rainfallMm"":9.4},{""month"":4,""temperatureC"":1.4,""rainfallMm"":1.4},{""month"":5,""temperatureC"":1.5,""rainfallMm"":10.6},{""month"":6,""temperatureC"":1.8,""rainfallMm"":10.7},{""month"":7,""temperatureC"":1.8,""rainfallMm"":11.5},{""month"":8,""temperatureC"":1.8,""rainfallMm"":11.5},{""month"":9,""temperatureC"":1.4,""rainfallMm"":6.7},{""month"":10,""temperatureC"":1.1,""rainfallMm"":2.8},{""month"":11,""temperatureC"":0.5,""rainfallMm"":5.9},{""month"":12,""temperatureC"":0.2,""rainfallMm"":7.2}]",real,0.95
bourgogne,2008,1.55,0.0,0,0,3,51.4,17.2,7.2,27,52.0,8.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":true,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":true,""forteChaleur"":false}","Bourgogne 2008 : pluvieux, gel de printemps, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.5,""rainfallMm"":7.8},{""month"":2,""temperatureC"":0.5,""rainfallMm"":3.5},{""month"":3,""temperatureC"":0.6,""rainfallMm"":11.6},{""month"":4,""temperatureC"":0.9,""rainfallMm"":11.3},{""month"":5,""temperatureC"":1.6,""rainfallMm"":8.9},{""month"":6,""temperatureC"":1.7,""rainfallMm"":6.8},{""month"":7,""temperatureC"":1.9,""rainfallMm"":8.7},{""month"":8,""temperatureC"":1.8,""rainfallMm"":8.5},{""month"":9,""temperatureC"":1.4,""rainfallMm"":7.2},{""month"":10,""temperatureC"":1.1,""rainfallMm"":10.7},{""month"":11,""temperatureC"":0.6,""rainfallMm"":7.1},{""month"":12,""temperatureC"":0.2,""rainfallMm"":6.2}]",real,0.95
bourgogne,2009,1.69,0.0,0,0,0,41.5,14.5,5.0,46,56.0,7.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Bourgogne 2009 : profil proche de la normale regionale, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.0,""rainfallMm"":4.9},{""month"":2,""temperatureC"":0.3,""rainfallMm"":5.3},{""month"":3,""temperatureC"":0.6,""rainfallMm"":4.4},{""month"":4,""temperatureC"":1.2,""rainfallMm"":6.8},{""month"":5,""temperatureC"":1.6,""rainfallMm"":5.1},{""month"":6,""temperatureC"":1.7,""rainfallMm"":10.1},{""month"":7,""temperatureC"":2.0,""rainfallMm"":10.2},{""month"":8,""temperatureC"":2.1,""rainfallMm"":4.3},{""month"":9,""temperatureC"":1.6,""rainfallMm"":5.0},{""month"":10,""temperatureC"":1.1,""rainfallMm"":4.3},{""month"":11,""temperatureC"":0.9,""rainfallMm"":10.8},{""month"":12,""temperatureC"":0.3,""rainfallMm"":10.2}]",real,0.95
bourgogne,2010,1.57,0.0,0,0,0,44.4,15.9,9.1,34,55.0,11.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Bourgogne 2010 : profil proche de la normale regionale, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":-0.0,""rainfallMm"":5.2},{""month"":2,""temperatureC"":0.3,""rainfallMm"":8.3},{""month"":3,""temperatureC"":0.6,""rainfallMm"":6.6},{""month"":4,""temperatureC"":1.1,""rainfallMm"":3.2},{""month"":5,""temperatureC"":1.2,""rainfallMm"":8.3},{""month"":6,""temperatureC"":1.8,""rainfallMm"":7.9},{""month"":7,""temperatureC"":2.1,""rainfallMm"":6.8},{""month"":8,""temperatureC"":1.8,""rainfallMm"":9.2},{""month"":9,""temperatureC"":1.4,""rainfallMm"":9.1},{""month"":10,""temperatureC"":1.0,""rainfallMm"":6.2},{""month"":11,""temperatureC"":0.6,""rainfallMm"":10.6},{""month"":12,""temperatureC"":0.1,""rainfallMm"":13.1}]",real,0.95
bourgogne,2011,1.68,0.0,0,0,1,37.1,22.0,3.2,97,54.0,2.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Bourgogne 2011 : profil proche de la normale regionale, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.3,""rainfallMm"":4.8},{""month"":2,""temperatureC"":0.4,""rainfallMm"":3.2},{""month"":3,""temperatureC"":0.8,""rainfallMm"":5.3},{""month"":4,""temperatureC"":1.3,""rainfallMm"":1.7},{""month"":5,""temperatureC"":1.6,""rainfallMm"":4.2},{""month"":6,""temperatureC"":1.8,""rainfallMm"":6.0},{""month"":7,""temperatureC"":1.7,""rainfallMm"":11.0},{""month"":8,""temperatureC"":1.9,""rainfallMm"":11.0},{""month"":9,""temperatureC"":1.7,""rainfallMm"":3.2},{""month"":10,""temperatureC"":1.2,""rainfallMm"":6.1},{""month"":11,""temperatureC"":0.9,""rainfallMm"":5.0},{""month"":12,""temperatureC"":0.6,""rainfallMm"":17.4}]",real,0.95
bourgogne,2012,1.6,0.0,0,0,2,52.0,11.9,7.6,55,57.0,10.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":true,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Bourgogne 2012 : pluvieux, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.4,""rainfallMm"":8.1},{""month"":2,""temperatureC"":-0.1,""rainfallMm"":1.4},{""month"":3,""temperatureC"":0.9,""rainfallMm"":3.6},{""month"":4,""temperatureC"":0.9,""rainfallMm"":11.4},{""month"":5,""temperatureC"":1.5,""rainfallMm"":10.4},{""month"":6,""temperatureC"":1.8,""rainfallMm"":10.7},{""month"":7,""temperatureC"":1.8,""rainfallMm"":7.5},{""month"":8,""temperatureC"":2.0,""rainfallMm"":4.4},{""month"":9,""temperatureC"":1.5,""rainfallMm"":7.6},{""month"":10,""temperatureC"":1.2,""rainfallMm"":10.0},{""month"":11,""temperatureC"":0.7,""rainfallMm"":8.6},{""month"":12,""temperatureC"":0.5,""rainfallMm"":14.0}]",real,0.95
bourgogne,2013,1.57,0.0,0,0,3,57.5,13.6,8.1,31,56.0,9.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":true,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":true,""forteChaleur"":false}","Bourgogne 2013 : pluvieux, gel de printemps, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.2,""rainfallMm"":8.8},{""month"":2,""temperatureC"":0.1,""rainfallMm"":7.8},{""month"":3,""temperatureC"":0.5,""rainfallMm"":6.7},{""month"":4,""temperatureC"":1.0,""rainfallMm"":12.5},{""month"":5,""temperatureC"":1.1,""rainfallMm"":15.8},{""month"":6,""temperatureC"":1.7,""rainfallMm"":7.5},{""month"":7,""temperatureC"":2.2,""rainfallMm"":7.6},{""month"":8,""temperatureC"":1.9,""rainfallMm"":6.0},{""month"":9,""temperatureC"":1.6,""rainfallMm"":8.1},{""month"":10,""temperatureC"":1.3,""rainfallMm"":12.9},{""month"":11,""temperatureC"":0.5,""rainfallMm"":12.5},{""month"":12,""temperatureC"":0.4,""rainfallMm"":6.2}]",real,0.95
bourgogne,2014,1.6,0.0,0,0,0,41.4,24.8,3.0,57,53.0,2.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Bourgogne 2014 : profil proche de la normale regionale, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.6,""rainfallMm"":9.4},{""month"":2,""temperatureC"":0.6,""rainfallMm"":10.9},{""month"":3,""temperatureC"":0.8,""rainfallMm"":2.5},{""month"":4,""temperatureC"":1.1,""rainfallMm"":3.2},{""month"":5,""temperatureC"":1.3,""rainfallMm"":6.1},{""month"":6,""temperatureC"":1.9,""rainfallMm"":4.3},{""month"":7,""temperatureC"":1.9,""rainfallMm"":14.2},{""month"":8,""temperatureC"":1.7,""rainfallMm"":10.6},{""month"":9,""temperatureC"":1.7,""rainfallMm"":3.0},{""month"":10,""temperatureC"":1.4,""rainfallMm"":11.1},{""month"":11,""temperatureC"":0.9,""rainfallMm"":12.3},{""month"":12,""temperatureC"":0.4,""rainfallMm"":7.9}]",real,0.95
bourgogne,2015,1.7,0.0,0,0,2,39.2,10.9,9.1,54,57.0,11.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Bourgogne 2015 : profil proche de la normale regionale, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.3,""rainfallMm"":9.3},{""month"":2,""temperatureC"":0.3,""rainfallMm"":5.3},{""month"":3,""temperatureC"":0.7,""rainfallMm"":5.1},{""month"":4,""temperatureC"":1.1,""rainfallMm"":8.1},{""month"":5,""temperatureC"":1.4,""rainfallMm"":6.4},{""month"":6,""temperatureC"":1.9,""rainfallMm"":4.6},{""month"":7,""temperatureC"":2.2,""rainfallMm"":1.7},{""month"":8,""temperatureC"":2.1,""rainfallMm"":9.2},{""month"":9,""temperatureC"":1.4,""rainfallMm"":9.1},{""month"":10,""temperatureC"":1.0,""rainfallMm"":6.1},{""month"":11,""temperatureC"":0.9,""rainfallMm"":6.9},{""month"":12,""temperatureC"":0.7,""rainfallMm"":2.7}]",real,0.95
bourgogne,2016,1.63,0.0,0,0,2,53.6,6.8,7.1,40,58.0,8.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":true,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Bourgogne 2016 : pluvieux, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.5,""rainfallMm"":11.3},{""month"":2,""temperatureC"":0.5,""rainfallMm"":10.1},{""month"":3,""temperatureC"":0.6,""rainfallMm"":8.0},{""month"":4,""temperatureC"":0.9,""rainfallMm"":11.7},{""month"":5,""temperatureC"":1.3,""rainfallMm"":17.2},{""month"":6,""temperatureC"":1.7,""rainfallMm"":10.8},{""month"":7,""temperatureC"":2.0,""rainfallMm"":3.3},{""month"":8,""temperatureC"":2.0,""rainfallMm"":3.5},{""month"":9,""temperatureC"":1.8,""rainfallMm"":7.1},{""month"":10,""temperatureC"":1.0,""rainfallMm"":6.5},{""month"":11,""temperatureC"":0.7,""rainfallMm"":11.9},{""month"":12,""temperatureC"":0.2,""rainfallMm"":1.7}]",real,0.95
bourgogne,2017,1.65,0.0,0,0,5,38.6,12.8,6.1,63,56.0,6.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":true,""forteChaleur"":false}","Bourgogne 2017 : gel de printemps, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":-0.0,""rainfallMm"":4.1},{""month"":2,""temperatureC"":0.6,""rainfallMm"":5.7},{""month"":3,""temperatureC"":0.9,""rainfallMm"":8.7},{""month"":4,""temperatureC"":0.9,""rainfallMm"":2.9},{""month"":5,""temperatureC"":1.5,""rainfallMm"":8.4},{""month"":6,""temperatureC"":2.0,""rainfallMm"":8.3},{""month"":7,""temperatureC"":2.0,""rainfallMm"":7.3},{""month"":8,""temperatureC"":2.0,""rainfallMm"":5.5},{""month"":9,""temperatureC"":1.4,""rainfallMm"":6.1},{""month"":10,""temperatureC"":1.2,""rainfallMm"":2.8},{""month"":11,""temperatureC"":0.6,""rainfallMm"":9.3},{""month"":12,""temperatureC"":0.4,""rainfallMm"":12.6}]",real,0.95
bourgogne,2018,1.8,0.0,0,0,0,31.8,8.8,2.0,87,57.0,1.0,"{""solaire"":false,""frais"":false,""sec"":true,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Bourgogne 2018 : sec, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.7,""rainfallMm"":19.1},{""month"":2,""temperatureC"":0.1,""rainfallMm"":5.9},{""month"":3,""temperatureC"":0.6,""rainfallMm"":11.2},{""month"":4,""temperatureC"":1.3,""rainfallMm"":6.0},{""month"":5,""temperatureC"":1.5,""rainfallMm"":8.6},{""month"":6,""temperatureC"":1.9,""rainfallMm"":6.4},{""month"":7,""temperatureC"":2.2,""rainfallMm"":4.9},{""month"":8,""temperatureC"":2.1,""rainfallMm"":4.0},{""month"":9,""temperatureC"":1.7,""rainfallMm"":2.0},{""month"":10,""temperatureC"":1.3,""rainfallMm"":4.8},{""month"":11,""temperatureC"":0.7,""rainfallMm"":7.2},{""month"":12,""temperatureC"":0.5,""rainfallMm"":10.7}]",real,0.95
bourgogne,2019,1.68,0.0,0,0,5,28.5,7.0,3.8,99,58.0,4.0,"{""solaire"":false,""frais"":false,""sec"":true,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":true,""forteChaleur"":false}","Bourgogne 2019 : sec, gel de printemps, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.2,""rainfallMm"":6.3},{""month"":2,""temperatureC"":0.6,""rainfallMm"":2.4},{""month"":3,""temperatureC"":0.8,""rainfallMm"":6.6},{""month"":4,""temperatureC"":1.0,""rainfallMm"":6.8},{""month"":5,""temperatureC"":1.2,""rainfallMm"":5.5},{""month"":6,""temperatureC"":1.9,""rainfallMm"":5.3},{""month"":7,""temperatureC"":2.2,""rainfallMm"":3.4},{""month"":8,""temperatureC"":2.1,""rainfallMm"":3.7},{""month"":9,""temperatureC"":1.6,""rainfallMm"":3.8},{""month"":10,""temperatureC"":1.3,""rainfallMm"":13.2},{""month"":11,""temperatureC"":0.7,""rainfallMm"":11.8},{""month"":12,""temperatureC"":0.6,""rainfallMm"":11.9}]",real,0.95
bourgogne,2020,1.76,0.0,0,0,3,31.0,6.1,7.4,105,58.0,8.0,"{""solaire"":false,""frais"":false,""sec"":true,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":true,""forteChaleur"":false}","Bourgogne 2020 : sec, gel de printemps, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.5,""rainfallMm"":4.4},{""month"":2,""temperatureC"":0.7,""rainfallMm"":8.7},{""month"":3,""temperatureC"":0.8,""rainfallMm"":5.7},{""month"":4,""temperatureC"":1.3,""rainfallMm"":2.8},{""month"":5,""temperatureC"":1.5,""rainfallMm"":7.2},{""month"":6,""temperatureC"":1.7,""rainfallMm"":7.5},{""month"":7,""temperatureC"":2.1,""rainfallMm"":1.7},{""month"":8,""temperatureC"":2.2,""rainfallMm"":4.4},{""month"":9,""temperatureC"":1.8,""rainfallMm"":7.4},{""month"":10,""temperatureC"":1.1,""rainfallMm"":13.9},{""month"":11,""temperatureC"":0.8,""rainfallMm"":2.4},{""month"":12,""temperatureC"":0.5,""rainfallMm"":11.6}]",real,0.95
bourgogne,2021,1.54,0.0,0,0,8,49.2,13.7,8.7,52,56.0,11.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":true,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":true,""forteChaleur"":false}","Bourgogne 2021 : pluvieux, gel de printemps, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.3,""rainfallMm"":10.7},{""month"":2,""temperatureC"":0.6,""rainfallMm"":4.5},{""month"":3,""temperatureC"":0.7,""rainfallMm"":4.4},{""month"":4,""temperatureC"":0.9,""rainfallMm"":3.5},{""month"":5,""temperatureC"":1.2,""rainfallMm"":11.8},{""month"":6,""temperatureC"":1.9,""rainfallMm"":11.4},{""month"":7,""temperatureC"":1.8,""rainfallMm"":10.4},{""month"":8,""temperatureC"":1.8,""rainfallMm"":3.3},{""month"":9,""temperatureC"":1.7,""rainfallMm"":8.7},{""month"":10,""temperatureC"":1.1,""rainfallMm"":7.9},{""month"":11,""temperatureC"":0.5,""rainfallMm"":4.6},{""month"":12,""temperatureC"":0.4,""rainfallMm"":10.8}]",real,0.95
bourgogne,2022,1.75,0.0,0,0,4,38.0,5.3,10.3,56,58.0,10.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":true,""forteChaleur"":false}","Bourgogne 2022 : gel de printemps, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.2,""rainfallMm"":4.3},{""month"":2,""temperatureC"":0.6,""rainfallMm"":4.6},{""month"":3,""temperatureC"":0.8,""rainfallMm"":3.1},{""month"":4,""temperatureC"":1.0,""rainfallMm"":5.0},{""month"":5,""temperatureC"":1.6,""rainfallMm"":2.9},{""month"":6,""temperatureC"":2.0,""rainfallMm"":14.4},{""month"":7,""temperatureC"":2.2,""rainfallMm"":0.7},{""month"":8,""temperatureC"":2.2,""rainfallMm"":4.6},{""month"":9,""temperatureC"":1.5,""rainfallMm"":10.3},{""month"":10,""temperatureC"":1.5,""rainfallMm"":7.3},{""month"":11,""temperatureC"":0.9,""rainfallMm"":7.5},{""month"":12,""temperatureC"":0.4,""rainfallMm"":7.0}]",real,0.95
bourgogne,2023,1.75,0.0,0,0,2,34.8,12.9,5.2,63,56.0,7.0,"{""solaire"":false,""frais"":false,""sec"":true,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Bourgogne 2023 : sec, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.5,""rainfallMm"":6.6},{""month"":2,""temperatureC"":0.5,""rainfallMm"":1.1},{""month"":3,""temperatureC"":0.8,""rainfallMm"":8.8},{""month"":4,""temperatureC"":0.9,""rainfallMm"":6.0},{""month"":5,""temperatureC"":1.5,""rainfallMm"":4.3},{""month"":6,""temperatureC"":2.1,""rainfallMm"":6.3},{""month"":7,""temperatureC"":2.0,""rainfallMm"":6.5},{""month"":8,""temperatureC"":2.0,""rainfallMm"":6.4},{""month"":9,""temperatureC"":2.0,""rainfallMm"":5.2},{""month"":10,""temperatureC"":1.4,""rainfallMm"":13.1},{""month"":11,""temperatureC"":0.8,""rainfallMm"":12.2},{""month"":12,""temperatureC"":0.6,""rainfallMm"":9.0}]",real,0.95
